cell,x,y,original_hole_size,candidate_hole_size,baseline_demand
0,-4.000001907348633,-35.1775016784668,6.92820531386791,6.92820531386791,7.232870119681567
1,3.999998092651367,-35.1775016784668,6.92820531386791,6.92820531386791,7.232870119681567
2,-8.000001907348633,-28.249298095703125,6.928209718700821,6.928209718700821,33.78801653786241
3,1.4834939199865627e-06,-28.249298095703125,6.928205904001227,6.928205904001227,14.527859950004117
4,7.999998092651368,-28.249298095703125,6.928209718700821,6.928209718700821,34.06886981161878
5,-12.000001907348631,-21.32109451293945,6.92820531386791,6.7430895014551675,51.41990946418014
6,-4.000001907348633,-21.321094512939453,6.92820531386791,6.92820531386791,25.045425357035846
7,3.9999980926513667,-21.321094512939446,6.92820531386791,6.926379152780699,25.056279979186137
8,11.999998092651367,-21.321094512939453,6.92820531386791,6.734015429720608,51.52497409191001
9,-16.000001907348633,-14.392890930175783,6.928209718700821,6.4844451143539485,60.61300109570518
10,-8.000001907348631,-14.392890930175781,6.928209718700821,6.72937744551804,38.21293643453703
11,7.999998092651367,-14.392890930175778,6.928209718700821,6.719751074265535,38.320735475473924
12,15.999998092651367,-14.39289093017578,6.928209718700821,6.465066290157687,60.210992976095
13,1.4834939198496506e-06,-14.39289093017578,6.928205904001227,6.828144159331724,22.91284564880398
14,-20.00000190734864,-7.464687347412109,6.92820531386791,6.351538861885677,55.18199991241677
15,-12.000001907348633,-7.4646873474121085,6.92820531386791,6.6080798828065515,41.087604934347
16,-4.000001907348633,-7.46468734741211,6.92820531386791,6.787867795763107,29.855498462357776
17,3.9999980926513663,-7.4646873474121085,6.92820531386791,6.781399292697392,30.255428541676444
18,11.999998092651367,-7.464687347412109,6.92820531386791,6.588599107275403,42.107735541097945
19,19.999998092651374,-7.464687347412109,6.92820531386791,6.318711389526605,55.5720623916216
20,-24.000000211927627,-0.5364875793457031,6.9282034065195885,6.2970465341854585,53.24135520452127
21,-16.000001907348633,-0.536487579345703,6.92820531386791,6.545937617228051,40.99664623029715
22,-8.000001907348635,-0.5364875793457029,6.92820531386791,6.775309306225922,31.35983938734448
23,1.4834933810454722e-06,-0.5364875793457033,6.928201499170742,6.868975170313495,26.312630052151476
24,7.999998092651366,-0.5364875793457031,6.92820531386791,6.761661406037923,31.562329447988557
25,15.999998092651367,-0.5364875793457031,6.92820531386791,6.517788550264025,42.107735541097945
26,23.999998092651364,-0.536487579345703,6.92820531386791,6.253832899744391,55.152813273097244
27,-28.000000211927897,6.391716003417968,6.92819900168509,6.239163519730969,53.24135520452127
28,-20.000001907348636,6.391716003417969,6.928200909032199,6.477902709320498,38.47473753269674
29,-12.000001907348631,6.391716003417968,6.928200909032199,6.732870270495333,31.35983938734448
30,-4.000001907348633,6.391716003417969,6.928200909032199,6.90866825473235,25.878411108048894
31,3.999998092651367,6.39171600341797,6.928200909032199,6.903528078750733,26.312630052151476
32,11.999998092651367,6.391716003417967,6.928200909032199,6.715905614304256,31.562329447988557
33,19.999998092651367,6.391716003417969,6.928200909032199,6.446548005682844,39.4176013353656
34,27.999998092651364,6.391716003417969,6.928200909032199,6.235380818128979,55.152813273097244
35,-24.00000021192763,13.319919586181642,6.9282034065195885,6.356813007825648,40.84431918870557
36,-16.00000190734863,13.319919586181642,6.92820531386791,6.615631240116148,32.99508978240675
37,-8.000001907348633,13.319919586181639,6.92820531386791,6.844588260661766,27.149654854526784
38,1.4834933810763887e-06,13.31991958618164,6.928201499170742,6.928201499170742,25.238208389933114
39,7.999998092651367,13.319919586181637,6.92820531386791,6.83870720566522,26.61602761559505
40,15.999998092651369,13.319919586181642,6.92820531386791,6.599600169053363,32.30534153448972
41,23.999998092651367,13.319919586181639,6.92820531386791,6.327011705360404,41.462636636477356
42,-28.000000211927627,20.24812698364258,6.9282034065195885,6.23538306586763,56.96122578750564
43,-20.000001907348636,20.248126983642578,6.92820531386791,6.434753861585552,45.122977293565626
44,-12.000001907348633,20.248126983642578,6.92820531386791,6.68142895026885,32.99508978240675
45,-4.000001907348633,20.24812698364258,6.92820531386791,6.846072994329497,26.42331300477736
46,3.9999980926513667,20.24812698364258,6.92820531386791,6.845493083272761,25.72200823274993
47,11.99999809265137,20.24812698364258,6.92820531386791,6.676816149554323,32.30534153448972
48,19.999998092651367,20.248126983642578,6.92820531386791,6.420743086570351,45.33727235932516
49,27.999998092651367,20.24812698364258,6.92820531386791,6.235384782481121,57.92841240329927
50,-24.00000021192763,27.176334381103516,6.9282034065195885,6.2466315898472935,56.96122578750564
51,-16.000001907348636,27.176334381103523,6.92820531386791,6.48303270306598,45.122977293565626
52,-8.000001907348633,27.176334381103516,6.92820531386791,6.679114088311371,31.812598291866422
53,1.4834933812793122e-06,27.17633438110352,6.928201499170742,6.757057266760368,31.812598291866422
54,7.999998092651368,27.176334381103512,6.92820531386791,6.678952806156024,31.71375307681952
55,15.999998092651367,27.176334381103516,6.92820531386791,6.478994502158678,45.33727235932516
56,23.999998092651367,27.176334381103516,6.92820531386791,6.235384782481119,57.92841240329927
57,-20.000001907348636,34.10452651977539,6.92820531386791,6.315227206450554,51.91783557338594
58,-12.000001907348636,34.1045265197754,6.92820531386791,6.514268281555842,34.62357092902455
59,-4.000001907348633,34.1045265197754,6.92820531386791,6.635106700898371,47.841876699543675
60,3.9999980926513663,34.10452651977539,6.92820531386791,6.635136638153854,47.841876699543675
61,11.999998092651367,34.10452651977539,6.92820531386791,6.513599923724146,34.787089956280504
62,19.999998092651364,34.10452651977539,6.92820531386791,6.3116290910423665,50.661925239537766
63,-8.009181204252036,41.027240227037815,6.918536074040185,6.525136142144244,33.78553941735139
64,8.009177389554772,41.02724022703782,6.918536074040185,6.523990452542644,34.583371824414485
