edge,parent,node_i,node_j,rest_length,ligament_width,thickness,axial_stiffness_proxy,bending_stiffness_proxy,compliance_factor,boundary_factor,demand_pct,kind
0,0,0,1,4.618802153517008,1.0719965442688935,1.0,0.9999938365415953,0.9999815097387501,1.0,1.0,19.0352517069067,lattice
1,1,0,5,4.6188021535170085,1.0719959381371624,1.0,0.9999932711218665,0.9999798135014327,1.0,1.0,10.415520722845084,lattice
2,2,0,19,4.613314627542894,1.0720099831994798,1.0,1.0011958778485694,1.0035919256274477,1.0,1.0,16.198074405136364,lattice
3,3,1,2,4.618802153517009,1.072007861328125,1.0,1.0000043934687977,1.0000131804643002,1.0,1.0,0.6260483870937694,lattice
4,4,1,22,4.624012388998761,1.0719987371580708,1.0,0.998869108770235,0.9966111616093122,1.0,1.0,18.873507301293202,lattice
5,5,2,3,4.618802153517008,1.0719940489716073,1.0,0.9999915088457461,0.9999745267535367,1.0,1.0,1.0657501366277078,lattice
6,6,3,4,4.6188021535170085,1.0720014851105844,1.0,0.9999984455221601,0.9999953365737295,1.0,1.0,-0.20273749236759953,lattice
7,7,4,5,4.618802153517009,1.0720078613281245,1.0,1.000004393468797,1.0000131804642989,1.0,1.0,-0.33418239817143425,lattice
8,8,5,14,4.608104716348225,1.0719965450330085,1.0,1.0023152626345975,1.0069618816378232,1.0,1.0,10.040746310816061,lattice
9,9,6,7,4.6188021535170085,1.0719959381371642,1.0,0.9999932711218681,0.9999798135014377,1.0,1.0,10.43159350168339,lattice
10,10,6,11,4.618802153517008,1.071996544268893,1.0,0.9999938365415948,0.9999815097387488,1.0,1.0,19.223051294457516,lattice
11,11,6,24,4.613314641041001,1.0720099863360761,1.0,1.0011958778485697,1.0035919256274486,1.0,1.0,16.440320808010167,lattice
12,12,7,8,4.618802153517009,1.0720078613281245,1.0,1.000004393468797,1.0000131804642989,1.0,1.0,-0.1796086613342851,lattice
13,13,7,27,4.608104716348225,1.0719965450330085,1.0,1.0023152626345975,1.0069618816378232,1.0,1.0,10.31487744222992,lattice
14,14,8,9,4.6188021535170085,1.0720014851105844,1.0,0.9999984455221601,0.9999953365737295,1.0,1.0,-0.1146255160163312,lattice
15,15,9,10,4.618802153517008,1.0719940489716073,1.0,0.9999915088457461,0.9999745267535367,1.0,1.0,0.4676117302090166,lattice
16,16,10,11,4.618802153517009,1.072007861328125,1.0,1.0000043934687977,1.0000131804643002,1.0,1.0,0.24901662723928464,lattice
17,17,11,22,4.624012388998759,1.071993161440841,1.0,0.9988639134173799,0.996595610863971,1.0,1.0,19.27760054862815,lattice
18,18,12,13,4.618802153517005,1.0720031515157282,1.0,1.0000000000000013,1.000000000000004,1.0,1.0,18.5948127773351,lattice
19,19,12,17,4.618802153517005,1.0720031515157282,1.0,1.0000000000000013,1.000000000000004,1.0,1.0,28.6317988481684,lattice
20,20,12,33,4.618806320702436,1.0720078613281245,1.0,1.0000034912435367,1.0000104737671762,1.0,1.0,17.736493672610763,lattice
21,21,13,14,4.618802153517009,1.0720078613281245,1.0,1.000004393468797,1.0000131804642989,1.0,1.0,6.49198279550216,lattice
22,22,13,18,4.618802153517005,1.0719964065633372,1.0,0.9999937080852979,0.9999811243746582,1.0,1.0,22.075761193257605,lattice
23,23,14,15,4.618802153517007,1.071996544268894,1.0,0.9999938365415959,0.9999815097387521,1.0,1.0,13.003328316168506,lattice
24,24,15,16,4.618802153517007,1.0719981402072642,1.0,0.9999953252856989,0.9999859759226558,1.0,1.0,15.407819027115298,lattice
25,25,16,17,4.618802153517009,1.0720078613281245,1.0,1.000004393468797,1.0000131804642989,1.0,1.0,19.53554750376403,lattice
26,26,17,34,4.618804237111129,1.0720031515154769,1.0,0.9999995488886096,0.9999986466664395,1.0,1.0,22.75963854926406,lattice
27,27,18,19,4.618802153517006,1.0720031515157291,1.0,1.0000000000000018,1.0000000000000053,1.0,1.0,21.199227948269716,lattice
28,28,18,37,4.618806320702436,1.0720078613281245,1.0,1.0000034912435367,1.0000104737671762,1.0,1.0,17.825979568255423,lattice
29,29,19,20,4.618802153517005,1.0720031515157264,1.0,0.9999999999999997,0.999999999999999,1.0,1.0,20.90590038987894,lattice
30,30,20,21,4.618802153517005,1.0720031515157291,1.0,1.000000000000002,1.000000000000006,1.0,1.0,23.458820324072093,lattice
31,31,20,39,4.618806320702436,1.072007861328125,1.0,1.0000034912435372,1.0000104737671776,1.0,1.0,23.46425852089844,lattice
32,32,21,22,4.618802153517009,1.0719926025390625,1.0,0.999990159565622,0.9999704789873678,1.0,1.0,24.91611392332258,lattice
33,33,21,23,4.618796280407601,1.0719975748874344,1.0,0.99999606949715,0.999988208537797,1.0,1.0,23.54362240929595,lattice
34,34,23,24,4.618802153517005,1.0720031515157291,1.0,1.000000000000002,1.000000000000006,1.0,1.0,21.29434960431269,lattice
35,35,23,41,4.6188063207074155,1.0720078613292805,1.0,1.000003491243537,1.000010473767177,1.0,1.0,23.623539442628406,lattice
36,36,24,25,4.618808026628898,1.0720031515165624,1.0,0.9999987284363716,0.9999961853139655,1.0,1.0,21.391853303777133,lattice
37,37,25,26,4.618802153517005,1.0719969230823307,1.0,0.9999941899113007,0.9999825698351738,1.0,1.0,22.460789605043942,lattice
38,38,25,43,4.618806320702436,1.0720078613281245,1.0,1.0000034912435367,1.0000104737671762,1.0,1.0,18.04325074019051,lattice
