id,original_hole_size,hole_size,baseline_demand,candidate_demand,original_ligament_width,ligament_width,delta,risk_original,risk_candidate
0,6.92820531386791,6.928205483215771,7.232870119681567,7.578979513515538,1.0719927609767472,1.0719927609767472,0.346109393833971,LOW,LOW
1,6.92820531386791,6.928206118998412,7.232870119681567,7.578979513515538,1.0719922579124215,1.0719922579124215,0.346109393833971,LOW,LOW
2,6.928209718700821,6.928209018783423,33.78801653786241,33.07679300611812,1.071993786583705,1.0874205415855434,-0.7112235317442881,CRITICAL,CRITICAL
3,6.928205904001227,6.928205904001227,14.527859950004117,16.025636236256325,1.0719943009181172,1.0721464809858345,1.4977762862522077,MODERATE,MODERATE
4,6.928209718700821,6.928209654565739,34.06886981161878,32.755204302759445,1.0719925912158732,1.088327254790599,-1.3136655088593372,CRITICAL,CRITICAL
5,6.92820531386791,6.7430895014551675,51.41990946418014,48.3921731181034,1.0719922529497603,1.2181005155483229,-3.027736346076736,CRITICAL,CRITICAL
6,6.92820531386791,6.92820531386791,25.045425357035846,26.4578556503835,1.0719930293523616,1.1124793749037905,1.4124302933476542,HIGH,HIGH
7,6.92820531386791,6.926379152780699,25.056279979186137,26.326525107875298,1.0719926872245116,1.1147983002229664,1.2702451286891616,HIGH,HIGH
8,6.92820531386791,6.734015429720608,51.52497409191001,47.4786348808057,1.071992329147607,1.2252064637497926,-4.046339211104311,CRITICAL,CRITICAL
9,6.928209718700821,6.4844451143539485,60.61300109570518,65.9874417332166,1.0719931389187856,1.4006033010091599,5.3744406375114195,CRITICAL,CRITICAL
10,6.928209718700821,6.72937744551804,38.21293643453703,36.8742178520977,1.0719937907832797,1.2705271590463607,-1.338718582439327,CRITICAL,CRITICAL
11,6.928209718700821,6.719751074265535,38.320735475473924,36.5586894072744,1.071992519217525,1.280024768779148,-1.762046068199524,CRITICAL,CRITICAL
12,6.928209718700821,6.465066290157687,60.210992976095,63.79496340948458,1.0719928789750786,1.4162101029757899,3.583970433389581,CRITICAL,CRITICAL
13,6.928205904001227,6.828144159331724,22.91284564880398,24.04321731401633,1.0719943009180966,1.1800468764252605,1.1303716652123512,HIGH,HIGH
14,6.92820531386791,6.351538861885677,55.18199991241677,48.089018421094075,1.0719926872244347,1.508435466708421,-7.092981491322696,CRITICAL,CRITICAL
15,6.92820531386791,6.6080798828065515,41.087604934347,38.577355619120944,1.0719935641958354,1.3899524689806568,-2.510249315226055,CRITICAL,CRITICAL
16,6.92820531386791,6.787867795763107,29.855498462357776,31.2206138762231,1.0719930293523594,1.2236574586666464,1.3651154138653254,HIGH,CRITICAL
17,6.92820531386791,6.781399292697392,30.255428541676444,31.382144993793215,1.0719926872245087,1.2299152413354,1.1267164521167707,CRITICAL,CRITICAL
18,6.92820531386791,6.588599107275403,42.107735541097945,38.89895294229675,1.0719933696758897,1.4088677024476837,-3.208782598801193,CRITICAL,CRITICAL
19,6.92820531386791,6.318711389526605,55.5720623916216,47.0946151044171,1.0719926872244347,1.5340345518503062,-8.477447287204498,CRITICAL,CRITICAL
20,6.9282034065195885,6.2970465341854585,53.24135520452127,45.859989649128984,1.0719956964877673,1.5624297448305529,-7.381365555392286,CRITICAL,CRITICAL
21,6.92820531386791,6.545937617228051,40.99664623029715,38.577355619120944,1.0719951746567835,1.4570015100233011,-2.4192906111762085,CRITICAL,CRITICAL
22,6.92820531386791,6.775309306225922,31.35983938734448,31.830649898976617,1.0719961612070108,1.2415125142418364,0.4708105116321377,CRITICAL,CRITICAL
23,6.928201499170742,6.868975170313496,26.312630052151476,29.325074935958217,1.071996503334636,1.1558420820565676,3.01244488380674,HIGH,HIGH
24,6.92820531386791,6.761661406037923,31.562329447988557,32.18639129845915,1.071994889641333,1.254685458306812,0.6240618504705928,CRITICAL,CRITICAL
25,6.92820531386791,6.517788550264025,42.107735541097945,38.89895294229675,1.0719952400805208,1.4842003077929034,-3.208782598801193,CRITICAL,CRITICAL
26,6.92820531386791,6.253832899744391,55.152813273097244,44.258232158408184,1.0719948896412637,1.592046360371044,-10.89458111468906,CRITICAL,CRITICAL
27,6.92819900168509,6.239163519730969,53.24135520452127,46.57611241008883,1.0719987057503622,1.5542536138863774,-6.665242794432437,CRITICAL,CRITICAL
28,6.928200909032199,6.477902709320498,38.47473753269674,34.07989687010768,1.0719970920581037,1.528959158087032,-4.394840662589061,CRITICAL,CRITICAL
29,6.928200909032199,6.732870270495333,31.35983938734448,31.830649898976617,1.0719961828387314,1.2864279100941416,0.4708105116321377,CRITICAL,CRITICAL
30,6.928200909032199,6.90866825473235,25.878411108048894,28.953062075780966,1.0719974341854013,1.1247423487585642,3.0746509677320724,HIGH,HIGH
31,6.928200909032199,6.903528078750733,26.312630052151476,29.325074935958217,1.0719970920581574,1.1299248794694476,3.01244488380674,HIGH,HIGH
32,6.928200909032199,6.715905614304256,31.562329447988557,32.18639129845915,1.071996182838732,1.3032605713087664,0.6240618504705928,CRITICAL,CRITICAL
33,6.928200909032199,6.446548005682845,39.4176013353656,34.37221350859436,1.0719970920580806,1.556132198850241,-5.04538782677124,CRITICAL,CRITICAL
34,6.928200909032199,6.235380818128979,55.152813273097244,48.20997753745224,1.07199836362384,1.5648433411799505,-6.942835735645005,CRITICAL,CRITICAL
35,6.9282034065195885,6.356813007825649,40.84431918870557,38.63760123628555,1.0719978989043935,1.5775413459796208,-2.2067179524200213,CRITICAL,CRITICAL
36,6.92820531386791,6.615631240116148,32.99508978240675,32.690494000742355,1.0719960483044464,1.3983561095204615,-0.30459578166439627,CRITICAL,CRITICAL
37,6.92820531386791,6.844588260661766,27.149654854526784,28.456598710706714,1.071998363623835,1.185169056365185,1.306943856179931,HIGH,HIGH
38,6.928201499170742,6.928201499170742,25.238208389933114,28.44628432826144,1.0719987057511569,1.1038458059760765,3.208075938328328,HIGH,HIGH
39,6.92820531386791,6.838707205665221,26.61602761559505,28.4966380324853,1.0719970920581574,1.1917190296891385,1.8806104168902493,HIGH,HIGH
40,6.92820531386791,6.599600169053362,32.30534153448972,30.24212860627129,1.0719960483044233,1.414923920720322,-2.06321292821843,CRITICAL,CRITICAL
41,6.92820531386791,6.327011705360404,41.462636636477356,35.33902178929908,1.0719970920580815,1.5978739184892286,-6.123614847178274,CRITICAL,CRITICAL
42,6.9282034065195885,6.23538306586763,56.96122578750564,51.144418667018044,1.071998705750466,1.5639433705979011,-5.816807120487596,CRITICAL,CRITICAL
43,6.92820531386791,6.434753861585552,45.122977293565626,42.870005144595424,1.071997092058105,1.5645816077303476,-2.2529721489702013,CRITICAL,CRITICAL
44,6.92820531386791,6.68142895026885,32.99508978240675,32.690494000742355,1.0719969200581752,1.3342218358798215,-0.30459578166439627,CRITICAL,CRITICAL
45,6.92820531386791,6.846072994329497,26.42331300477736,28.456598710706714,1.0719974341851,1.1825086949922983,2.033285705929355,HIGH,HIGH
46,6.92820531386791,6.845493083272761,25.72200823274993,27.576214180141513,1.071997092058159,1.183637904545546,1.8542059473915842,HIGH,HIGH
47,6.92820531386791,6.676816149554323,32.30534153448972,30.24212860627129,1.0719969200581756,1.3399200942083775,-2.06321292821843,CRITICAL,CRITICAL
48,6.92820531386791,6.420743086570351,45.33727235932516,39.327488281686065,1.0719970920580824,1.5770648527517706,-6.009784077639097,CRITICAL,CRITICAL
49,6.92820531386791,6.235384782481121,57.92841240329927,52.13905605937601,1.0719983636239285,1.5685316564194396,-5.789356343923259,CRITICAL,CRITICAL
50,6.9282034065195885,6.2466315898472935,56.96122578750564,51.144418667018044,1.0719934940705953,1.5998146020462718,-5.816807120487596,CRITICAL,CRITICAL
51,6.92820531386791,6.48303270306598,45.122977293565626,42.870005144595424,1.0719929151552272,1.5193961481305411,-2.2529721489702013,CRITICAL,CRITICAL
52,6.92820531386791,6.679114088311371,31.812598291866422,31.24379884755195,1.0719939587901888,1.3342279954046494,-0.5687994443144717,CRITICAL,CRITICAL
