boundary_anchor,mean_strain_pct,p95_strain_pct,max_strain_pct,mean_xy_feed_mm,max_xy_feed_mm
5.0,23.77322183392725,45.08386934054474,130.43361205923375,1.8593950115034166,5.908587426268537
2.0,20.772473368364473,34.62521747604559,51.74772676925903,1.8647220812793506,5.89920371243444
1.0,19.10167042908202,37.86687175493555,47.08664616564997,1.7470418919704656,5.3446191486059025
0.5,15.914832519960287,30.28071388662086,43.554637839795895,1.867452375102719,5.590478272508571
0.2,9.693637566040048,18.37767202335121,47.944568185787205,1.7043344274921748,5.083562902121276
0.05,3.265920820281476,6.169721384775606,6.781273227277818,1.7158464741533512,5.644027334369114
