edge,node_i,node_j,x_i_flat_mm,y_i_flat_mm,x_j_flat_mm,y_j_flat_mm,rest_length_mm,direct_stretch,relaxed_stretch,relaxed_strain_pct,boundary_edge,x_i_relaxed_mm,y_i_relaxed_mm,z_i_relaxed_mm,x_j_relaxed_mm,y_j_relaxed_mm,z_j_relaxed_mm
68,49,50,12.0,-24.86692567495048,16.0,-22.55752459819198,4.618802153517005,1.0162672795155863,1.2393617383218642,23.936173832186427,False,15.171904214980417,-28.79585148372169,16.145660255477214,20.00020753826842,-26.349450766125777,18.00871803061043
69,50,51,16.0,-22.55752459819198,20.0,-24.86692567495048,4.618802153517005,1.396907019900595,1.3362830045012832,33.62830045012832,False,20.00020753826842,-26.349450766125777,18.00871803061043,23.147858234499605,-27.57321074619958,23.17482117116908
70,50,68,16.0,-22.55752459819198,16.0,-17.938725906884073,4.618798691307905,1.087123415121866,1.2521947087670076,25.219470876700754,False,20.00020753826842,-26.349450766125777,18.00871803061043,19.84164147306363,-21.673938510618484,14.608000602169696
71,51,52,20.0,-24.86692567495048,24.0,-22.55752459819198,4.618802153517005,1.1614336052280916,1.2436658432498786,24.366584324987862,False,23.147858234499605,-27.57321074619958,23.17482117116908,26.885499057361265,-24.553610095661472,26.322585545572764
72,52,53,24.0,-22.55752459819198,28.0,-24.86692567495048,4.618802153517005,2.465331880593187,1.3916840078324444,39.16840078324444,True,26.885499057361265,-24.553610095661472,26.322585545572764,28.46104545103352,-25.135390121996604,32.527200947488026
73,52,70,24.0,-22.55752459819198,24.0,-17.938725906884073,4.618798691307905,1.15354404595408,1.2882438349037488,28.824383490374885,False,26.885499057361265,-24.553610095661472,26.322585545572764,26.82625856453272,-20.362395911183874,22.09950993481936
74,53,54,28.0,-24.86692567495048,28.0,-29.48572782846749,4.618802153517009,1.7759788465226662,1.2953069906712513,29.530699067125134,True,28.46104545103352,-25.135390121996604,32.527200947488026,28.199876514918078,-29.621334268318698,36.47708619957223
75,53,73,28.0,-24.86692567495048,32.0,-22.557528060401083,4.618800422413426,1.7685759819401168,1.3083114860902028,30.831148609020275,True,28.46104545103352,-25.135390121996604,32.527200947488026,32.48141006067603,-22.572258751032923,36.23972247529009
76,55,56,-28.0,-15.629324830125572,-24.0,-17.938725906884073,4.618802153517005,1.403135303914625,1.1757555130436887,17.575551304368876,True,-29.416015824546182,-16.18270248238367,24.367191129164176,-26.80642911546209,-20.345329861661686,22.053360451108247
77,55,58,-28.0,-15.629324830125572,-32.0,-17.938725906884073,4.618802153517005,3.198682434053461,1.5240746956621445,52.407469566214445,True,-29.416015824546182,-16.18270248238367,24.367191129164176,-31.13078087229656,-18.106203233082468,30.91798274719311
78,55,76,-28.0,-15.629324830125572,-28.0,-11.010526138817669,4.618798691307903,1.0316700593558117,1.2303521732444531,23.035217324445313,True,-29.416015824546182,-16.18270248238367,24.367191129164176,-28.795868037530216,-11.265994239503415,21.58599838856447
79,56,59,-24.0,-17.938725906884073,-20.0,-15.629324830125572,4.618802153517005,1.4004802957052906,1.3054916174049331,30.549161740493314,False,-26.80642911546209,-20.345329861661686,22.053360451108247,-23.890126957520263,-18.652491949885828,17.054554599592453
