boundary_anchor,mean_strain_pct,p95_strain_pct,max_strain_pct,mean_xy_feed_mm,max_xy_feed_mm
5.0,22.44188032805137,42.598191448019286,83.9017298144118,1.7041340184856362,5.439070388747343
2.0,20.25516562043488,32.84543263236361,53.234793296725115,1.8015698788671421,5.511838569141933
1.0,18.858813976432987,31.553953591239914,46.35236810550607,1.9102893816338624,5.62477611444036
0.5,17.373941332306764,30.70884415142516,41.7080017445165,2.080065627773749,5.845302340088689
0.2,15.385440434387366,28.65075701298312,36.665775046125134,2.666395060677176,6.452634413394123
0.05,11.093312835633174,21.581755780048706,33.254693852999864,4.198702197471602,7.776199784086421
