id,original_hole_size,hole_size,baseline_demand,candidate_demand,original_ligament_width,ligament_width,delta,risk_original,risk_candidate
0,6.92820531386791,6.858727166632925,7.232870119681567,10.926297688304732,1.0719927609767472,1.0614728333669794,3.6934275686231652,LOW,MODERATE
1,6.92820531386791,6.858727664666618,7.232870119681567,11.074969795529267,1.0719922579124215,1.0614723353332964,3.8420996758476997,LOW,MODERATE
2,6.928209718700821,6.858726302386791,33.78801653786241,44.46971680354228,1.071993786583705,1.061473848717867,10.681700265679872,CRITICAL,CRITICAL
3,6.928205904001227,6.858726682798086,14.527859950004117,8.533979232344603,1.0719943009181172,1.061474357908936,-5.993880717659515,MODERATE,LOW
4,6.928209718700821,6.85872664656813,34.06886981161878,44.49753221509405,1.0719925912158732,1.061472665303714,10.428662403475265,CRITICAL,CRITICAL
5,6.92820531386791,6.858727820685208,51.41990946418014,84.4970107828504,1.0719922529497603,1.0614723304202611,33.07710131867026,CRITICAL,CRITICAL
6,6.92820531386791,6.858727941648533,25.045425357035846,22.675532864359106,1.0719930293523616,1.0614730990588372,-2.3698924926767404,HIGH,HIGH
7,6.92820531386791,6.858726601888112,25.056279979186137,22.50754582112937,1.0719926872245116,1.0614727603522658,-2.5487341580567673,HIGH,HIGH
8,6.92820531386791,6.858727745249359,51.52497409191001,84.62169582156717,1.071992329147607,1.0614724058561285,33.09672172965716,CRITICAL,CRITICAL
9,6.928209718700821,6.858726943575834,60.61300109570518,110.67621803435657,1.0719931389187856,1.0614732075295992,50.06321693865139,CRITICAL,CRITICAL
10,6.928209718700821,6.858726348597758,38.21293643453703,47.11899866946885,1.0719937907832797,1.0614738528754457,8.906062234931824,CRITICAL,CRITICAL
11,6.928209718700821,6.858727607448677,38.320735475473924,46.37960797182083,1.071992519217525,1.061472594025348,8.058872496346908,CRITICAL,CRITICAL
12,6.928209718700821,6.858727200920186,60.210992976095,109.59301351326131,1.0719928789750786,1.0614729501853273,49.38202053716631,CRITICAL,CRITICAL
13,6.928205904001227,6.858725843564455,22.91284564880398,28.046896767577543,1.0719943009180966,1.0614743579089136,5.134051118773563,HIGH,HIGH
14,6.92820531386791,6.85872739075334,55.18199991241677,89.23427046398373,1.0719926872244347,1.0614727603521918,34.05227055156696,CRITICAL,CRITICAL
15,6.92820531386791,6.858726572919962,41.087604934347,40.27330706052461,1.0719935641958354,1.061473628553877,-0.8142978738223903,CRITICAL,CRITICAL
16,6.92820531386791,6.858727941648536,29.855498462357776,21.332211653546285,1.0719930293523594,1.0614730990588346,-8.523286808811491,HIGH,HIGH
17,6.92820531386791,6.858726601888118,30.255428541676444,21.08436759224297,1.0719926872245087,1.0614727603522622,-9.171060949433475,CRITICAL,HIGH
18,6.92820531386791,6.858726765494771,42.107735541097945,40.22089315207795,1.0719933696758897,1.0614734359791305,-1.8868423890199963,CRITICAL,CRITICAL
19,6.92820531386791,6.858727390753341,55.5720623916216,88.93189406138431,1.0719926872244347,1.061472760352192,33.35983166976271,CRITICAL,CRITICAL
20,6.9282034065195885,6.8587223566705475,53.24135520452127,86.17138623479894,1.0719956964877673,1.06147573952289,32.930031030277675,CRITICAL,CRITICAL
21,6.92820531386791,6.858722378553549,40.99664623029715,30.414838916319443,1.0719951746567835,1.061475222910214,-10.58180731397771,CRITICAL,CRITICAL
22,6.92820531386791,6.858721821486212,31.35983938734448,12.89360457416322,1.0719961612070108,1.06147619959494,-18.46623481318126,CRITICAL,MODERATE
23,6.928201499170742,6.858722322012582,26.312630052151476,8.111008747423053,1.071996503334636,1.0614765383012887,-18.201621304728423,HIGH,LOW
