id,parent,width,demand,delta,xy_feed
0,0,1.071993755951575,4.963684897934173,0.620266956512805,1.0892809471539675
1,1,1.0719927295671172,4.106787680064339,-1.385479930733724,1.5211975783051632
2,2,1.0720002319335937,4.196945445677169,-0.5581853497068412,1.4923113470316716
3,3,1.0719926025390625,6.822474487243424,-0.41039563243814303,0.7554289879627769
4,4,1.0719927295671203,4.962056104830914,0.6390410516232237,1.092982175422398
5,5,1.0719937559515753,4.717213856566782,-0.24341113298647077,0.44464604622573584
6,6,1.071992729567124,4.69266560551711,-0.29555621115178177,0.4444737965575408
7,7,1.0719911193120906,3.390706174798064,0.09829544414343694,1.2225581146627889
8,8,1.071992602539062,3.8481752390386204,0.19967578881505688,1.9652576875510257
9,9,1.0719932939348273,5.9121416554863915,-0.7733991555745945,1.974698245252008
10,10,1.0719927295671172,4.074344204851288,-1.415091024064119,1.530550155946405
11,11,1.0719926025393514,4.193412754699666,-0.5640023904155411,1.488072851633484
12,12,1.071992602539062,3.8579146365662176,0.21895399416795858,1.9771934855389028
13,13,1.0719932939348265,5.858806952649487,-0.7330717888215599,1.9888514239055952
14,14,1.071990153695043,3.4174329698358097,0.12729975763561274,1.22867031360966
15,15,1.0719927295671199,20.59369515910405,2.232527045792885,1.9437846289746656
16,16,1.127528505056174,31.635465044411703,-2.1525514934507086,2.279356703914829
17,17,1.1275273629644396,11.975341804330775,-1.1369228531401987,2.1610023622673804
18,18,1.0719937559499417,16.907040400692463,2.4598806131018485,0.9610051932867367
19,19,1.071992602539062,5.8103698474017085,0.5187273105512924,2.28138408891868
20,20,1.1275274649401819,37.52796981561861,-5.625113590386356,1.411406828616066
21,21,1.072540577810902,17.04896816790553,2.521108217901414,0.9530654696201186
22,22,1.0725404510302747,7.686347700002116,-1.392501232255782,0.370022554333872
23,23,1.0725405778110793,20.445355148009405,2.1163901796454248,1.9200172713412522
24,24,1.1302485192002543,31.896436477830314,-2.1724333337884687,2.2631198911183406
25,25,1.1307974337944158,12.197062385349478,-1.2099161170064043,2.0799985413730067
26,26,1.071992602539062,5.702296663041473,0.6062218960245058,2.2894767393697624
27,27,1.1302496860512097,37.58065448720418,-6.0221704039022725,1.4142129572076851
28,28,1.1871771568875753,22.283385479944172,0.44987403304557105,2.61467274809348
29,29,1.2606568685461992,44.49790917502479,-6.922000289155349,2.302235069589301
30,30,1.2647716012089134,27.91783880037828,-4.035593299160588,3.2462056004781896
31,31,1.1316424215145318,26.175799456514092,1.1303740994782459,2.0323059500328498
32,32,1.1275273629644396,29.113235298213237,-1.1162965960192395,0.980614808464438
33,33,1.205122133173181,27.5238968332977,-5.071589593630943,0.9715795466781549
34,34,1.102012299073002,18.329071695597655,3.0787850406102564,1.2241055777872702
35,35,1.1616683870454145,16.666106622166744,-2.121676055690802,2.0995902464157754
36,36,1.1025591080769825,18.202496943244117,3.049528211029262,1.1732611825384591
37,37,1.1350781816178481,26.155908280846973,1.099628301660836,1.9162853678564598
38,38,1.1645486754049736,16.724821031505254,-2.151930952226433,1.9856819196357276
39,39,1.1927872898581422,21.62380830025046,0.21863423841928054,2.4943337159979033
40,40,1.2691927378900147,43.8374329949603,-7.687541096949708,2.203848466053554
41,41,1.2734731569281568,27.78358694001486,-4.403357002163698,3.1188298800568877
42,42,1.1302495853034902,29.997491772739828,-1.0042708001070082,0.9406063575180013
43,43,1.2109357814059636,26.358722023523363,-5.292980314616777,0.9842255937068569
44,44,1.3011597480503496,19.617123875046616,0.07333974866987703,3.7385075813560675
45,45,1.3781220427537673,44.368475185421,-10.813524726995773,3.200960393837361
46,46,1.3410302483626726,37.340790737125154,-3.7468141972218447,4.37508015591173
47,47,1.227680036391726,36.66466290272847,-1.5482735318085545,3.552352590312436
48,48,1.2051219392392163,58.08458032413875,-2.528420771566431,1.378002890048337
49,49,1.2449926391477535,14.442786158143939,0.8528680645758726,1.5263606895028132
50,50,1.17374367061519,21.177072745482086,3.7502374287225386,2.988104034310652
51,51,1.2101315288328909,27.837016216599466,-0.36050293211928874,3.801893187266704
52,52,1.144113548172034,25.34865196071565,2.53212143965451,2.371256765546749
53,53,1.2364121800318084,36.66989132034808,-1.6508441551258457,3.3920152992584134
54,54,1.1785721331026393,20.922806719296382,3.5649654496051824,2.8369156869786964
55,55,1.2179163147531504,27.7415441249377,-0.6899288384957458,3.593511306958961
56,56,1.3128176280636839,19.158557763747574,-0.13602147463911507,3.592221407119717
57,57,1.1460530595619596,25.606054701930336,2.693209053126356,2.3081928340155127
58,58,1.3937839312133895,43.975233674574724,-11.596828717046876,3.1349318241627966
59,59,1.356722727449105,37.09142952127345,-4.401754241915398,4.204111721489958
60,60,1.2109355845502776,56.969477892879915,-3.2415150832150843,1.441917424753271
61,61,1.2548408793745918,15.222923433454238,0.7717044881783579,1.5592296301086552
62,62,1.1581356902286926,22.93566401615992,-0.08002653134149185,2.5504253242297317
63,63,1.359672930895172,24.036095352340237,-0.7942743462079562,4.457786418678497
64,64,1.4343396781677529,31.534322092901213,-13.361126518743369,3.384972857054385
65,65,1.3760200241210365,24.925566566646506,-0.8830180622864781,4.413470126013864
66,66,1.2827106361917542,40.05716365896799,-0.9394825713291652,4.7231103470338365
67,67,1.2449925901618464,17.96122955608277,-1.7562286648894236,1.6276668899530709
68,68,1.2613403223223463,43.20756653114337,-4.552926249588587,1.9983454369722276
69,69,1.2138991398396015,26.357624614349472,3.911268876071251,4.336078369432441
70,70,1.232541762107262,29.9028511306761,2.7150070208963335,4.596702622871687
71,71,1.1599627740630678,33.81291739929975,3.9574189369419734,3.5546070056717665
72,72,1.1318629097337163,28.873812405359644,5.619206981435518,2.919986411398697
73,73,1.135636940064412,26.851278634043886,3.4871759452634876,2.9177091774482307
74,74,1.1338024263681108,28.48010198157769,5.463830236706137,2.823614550678239
75,75,1.1659976941317074,34.095315160852536,3.8398866191760916,3.3379776804442844
76,76,1.139723686305966,26.763309401489586,3.2753302314920454,2.649787650499318
77,77,1.2238377410608745,25.957704460314712,3.421277469906702,4.0800018671411715
78,78,1.2969995867916724,40.25108415142253,-1.856651389675413,4.490396173810865
79,79,1.2450808560238826,29.758243696570453,1.9961321992292511,4.253333283334305
80,80,1.3779658899413811,23.83349337197831,-2.1985052673002983,4.270168291944096
81,81,1.4571525731899435,33.71091810331082,-13.738259116677362,3.23303594167223
82,82,1.3974294537293481,25.632481298609555,-1.776252756264519,4.1372554786811095
83,83,1.2548408348313345,18.724093291132693,-2.2908117125705516,1.59127717716395
84,84,1.274304423382545,40.60509524918017,-5.270296742586481,1.9186631072511133
85,85,1.3964357724939007,32.12630434434913,-4.010964038646698,4.304235165924071
86,86,1.4680574836862201,40.62342347610055,-12.617931728420722,3.162939636820258
87,87,1.4137929828812474,23.39425495022569,0.6326797527123951,3.828544290489205
88,88,1.3217690252214045,36.074920529160835,-2.399817003535908,4.681483350977132
89,89,1.2613434721693793,28.15315879838842,-0.7315111443496853,1.8855471768278935
90,90,1.2787104483832537,39.32547565351692,-4.6082328556367855,1.3121263707852555
91,91,1.2452787926863322,29.67816762794133,2.388177543811132,4.599391919479617
92,92,1.265681435407764,26.875608167360387,3.6481395937205434,4.663561563016033
93,93,1.1764672963341807,34.69615125706924,3.33631186972476,3.9694427190865866
94,94,1.1237279257589163,30.787805972572823,6.054028581655668,3.071920637423805
95,95,1.136451650757488,28.45730319046389,5.264782852587114,3.341472237946445
96,96,1.095628061426116,32.29963071574367,6.421219607694773,2.135064035394428
97,97,1.0971690795084474,33.01513134598135,6.702501293829876,1.9635143691659738
98,98,1.0852542603336028,28.24561402767558,5.723873612850248,1.1382314646196796
99,99,1.1293643472722283,30.002719945539226,5.707933552293067,2.6672802275968968
100,100,1.1856510602490609,35.23402598508927,3.6716965371007113,3.5288016737349968
101,101,1.143083106619808,27.979885499759625,4.7657303480673505,2.700830862295811
102,102,1.2588129059798587,28.443308268726675,1.5773391091811177,4.174512170543539
103,103,1.3396201507273247,35.730989262295076,-3.6866120730705276,4.2786622477571115
104,104,1.2801772569320669,26.229125389531504,2.6817087522270384,4.0893660075828
105,105,1.4188068339758864,30.280820013639342,-5.253630224712765,3.95682746936497
106,106,1.4821569605775924,41.53785470760039,-13.614958565496856,2.862206438127818
107,107,1.4243348307915973,24.267671088454556,-1.1076444298408816,3.3739609207536825
108,108,1.2743043876194768,30.305656414267546,-2.405920742942122,1.7282616130228403
109,109,1.279845266762241,44.85017933571112,-2.6508817203870976,1.0926141779052692
110,110,1.4501275399025242,24.669181697015794,-6.88258752121731,2.749057232608054
111,111,1.2787104483833103,21.87133983456322,-6.904223073076476,1.3124398040811043
112,112,1.2434135307181329,25.8352405630937,2.598247020973446,1.9704250549566718
113,113,1.3785058325495998,28.805249127383647,-4.030333272217938,3.969172619035057
114,114,1.278711000555269,22.844774119812207,-6.949677647890027,0.5411135959272532
115,115,1.300860941498844,30.71570054579036,-0.3597366205466699,4.426941706508823
116,116,1.337181987321594,26.248963551218395,3.0645721304876297,4.382363382330668
117,117,1.2243707089638576,30.68086616272123,1.9451175684318294,4.255767181692373
118,118,1.1556836131286752,31.574175377977976,4.424520523451193,3.5636270570158146
119,119,1.190849976371668,27.347882371734844,4.2875035147120535,4.067594392415104
120,120,1.1029442425534106,31.812276472797095,6.074921537530464,2.503754144776714
121,121,1.0778601567462631,32.396012666865026,7.157804276931913,1.237369973479325
122,122,1.097085355439551,28.48177942889649,5.465432868948561,2.105993566085315
123,123,1.0794011824360257,31.296416544515647,6.5932763912946974,0.7822972639675766
124,124,1.1062506108594725,32.48293742362338,6.29048422936318,1.641130803212785
125,125,1.0988420430748809,28.266307111225466,5.337832741242757,1.192673117254488
126,126,1.16253732383649,30.13960815680563,3.5235805412105776,2.750697294326005
127,127,1.2342694240336682,30.62646244403826,1.5047070608267497,3.4935219428044513
128,128,1.197423616166427,26.690459842795033,3.8540479363370785,3.107206339563623
129,129,1.315076668781136,28.833845195053144,-2.282327352999957,3.7191326353901784
130,130,1.3968531955922572,28.58725846463017,-4.7605208344879735,3.3255623269532024
131,131,1.3509323124241632,26.450417042990757,2.613911702499582,3.5734787444853318
132,132,1.460203322193965,22.378475636248197,-7.974013920813537,2.1861262136135218
133,133,1.279845266762216,22.97641822777885,-6.961782756376532,1.215482467041004
134,134,1.2523507393323214,25.438392363383965,2.690341021110143,1.4172318331537277
135,135,1.2798464538574237,35.0597600452357,-1.0134514211224612,0.6337249139586159
136,136,1.391451849317798,37.6892265811589,-3.1550926075466705,3.849424467923902
137,137,1.4512630630875303,20.7344059727113,-6.162010270019081,2.657601526976908
138,138,1.4278742029426112,29.94604976197055,-2.8422199370739207,3.1589023462841705
139,139,1.3138069582672167,26.160339184315152,0.20764694011521456,4.37779335910842
140,140,1.279845971811884,35.73561195159445,-5.941847119707397,2.188613830102005
141,141,1.2398044427899273,33.95910259446564,0.9640128120588898,4.234198894009305
142,142,1.2940610140884683,28.065475012381924,1.6640275489926637,4.389116585097479
143,143,1.1711173469547436,28.286282209755974,4.412416855860954,3.7468365912239303
144,144,1.1217241411638226,31.4850409023919,5.061727897614542,2.8451086771332417
145,145,1.170665237155168,27.76287964910018,2.830458396830249,3.4885085999207854
146,146,1.0966400553550362,29.567684750501556,6.039800245313277,2.0720363208789117
147,147,1.096813002264896,30.41450582007801,6.396180405911945,1.6137885815598332
148,148,1.1214459824520706,29.17817591186602,3.485293988871895,2.2021009965192166
149,149,1.1236624306885274,30.045239928368005,4.323231695618077,1.8734292529823633
150,150,1.1742655031946707,28.31725891132755,4.02229870217592,2.6783959841782785
151,151,1.1722230511550453,27.297839197850806,2.430364800352791,2.4967915556110274
152,152,1.245997603391848,32.20137948038464,-0.1039620541050823,3.169973352137583
153,153,1.3228195107353038,25.84461622973322,-0.7794800199738532,3.4106350644735643
154,154,1.2996480884876451,27.683765215801625,1.5841524549798898,3.3733267261716526
155,155,1.404596037546425,35.89143538130417,-5.571201255173186,3.065829707991052
156,156,1.4602035204114778,19.060804340661974,-4.198399451315883,2.0490189099991283
157,157,1.4320775384365163,33.636772897196465,-1.4003190409006763,2.606774191796182
158,158,1.279845464980379,36.51266014557355,-0.7153148420207671,2.1098639363701337
159,159,1.484317491598482,45.85313026620996,-11.108095521295681,1.5507336840223003
160,160,1.2798459718122097,32.33786322423444,-3.2378724011214572,0.4260754910206454
161,161,1.2764679549302862,32.790648732454855,-2.6699142040634385,0.4470362675389539
162,162,1.4245062707520952,26.255020213015932,-3.7050587235510477,3.237749226324822
163,163,1.2798463267008486,36.16389344849167,-6.259303802713532,1.5652564564076128
164,164,1.3535865134005172,41.948943317126265,-3.174033976439361,3.9395945739536122
165,165,1.4100159886565633,27.981552999734305,-5.009393083312787,2.937967829482539
166,166,1.2795839979233101,25.53988309569748,2.341196320371484,4.093615623920505
167,167,1.22075959119514,31.697123688987894,1.336064899460009,3.680369941529187
168,168,1.2802718160846123,25.565690004026465,-1.35029867752219,3.410257925797186
169,169,1.1713663854042182,26.393385448962547,4.464667303131286,3.3821831191859117
170,170,1.1479833424861967,28.525214648329246,4.046257952953972,2.8688478720386734
171,171,1.1980708726862357,30.987140812771298,-0.8254574790951246,3.0483625708909576
172,172,1.1481562674086032,27.33749964651395,3.7276683356461717,2.662040163500198
173,173,1.1715887433344048,26.62619825287129,4.38506925736397,2.6970900511694786
174,174,1.1981116405175483,30.972594768129035,-0.7411583086904834,2.708749149721673
175,175,1.2221918158407354,29.89872405067937,0.6431507917631798,2.713362957303487
176,176,1.2821792980196023,25.056722674268393,1.8867763983879442,3.0983207599048086
177,177,1.2815316613822905,25.403677080176056,-1.3946717929849584,2.4893581536074048
178,178,1.3590012053630536,40.6590148697144,-4.678257489610765,3.039430421875127
179,179,1.43208411027682,25.842619597780157,-4.996430008822507,2.617683243982169
180,180,1.4146021085044431,28.64657272914053,-4.348798889861392,2.161610252444396
181,181,1.4876915931418762,50.921628426477824,-7.0067839768214455,2.1799459790491618
182,182,1.2798454649797335,43.71989889015795,6.108038957227315,1.6999781214184937
183,183,1.2798388244628924,39.49316634033417,-5.135529070963308,2.101287098208512
184,184,1.2798464538574237,40.43119699653768,-3.9871937185918185,2.1876513605365195
185,185,1.4603510473995864,41.50034452536045,-10.417491048025497,1.7000904240881691
186,186,1.2764581997989957,29.921372375264554,-3.3165167212229534,0.8961744044471056
187,187,1.255886090068585,33.49370420032927,-3.035804517075391,0.973076824344079
188,188,1.3894312900481836,22.916738213094835,-2.72263654135023,2.3592130030103977
189,189,1.3297189764954636,31.614359374298175,-2.644522681829841,2.6774820493581517
190,190,1.3800672371084293,15.665666299919678,-7.096767488896273,2.178174810582548
191,191,1.2708945697672938,22.75363811348019,3.231022266220119,2.8130912345228074
192,192,1.2346430494156864,25.690264204082336,0.38392933219517644,2.7493827019598545
193,193,1.2841033599138534,29.785023151195666,-4.838547777828886,1.7020547627447775
194,194,1.211260006497865,27.492440450440682,2.04829487795282,3.0241889410579317
195,195,1.2112499769539165,27.866536465566494,1.737157770771237,2.891383228427122
